ruido4,ruido12,ruido20,nombre,fecha
76,104,56,Mostoles,2022-12-08
36,71,58,Barakaldo,2022-12-07
55,128,57,Bilbao,2022-12-07
65,78,83,Alcobendas,2022-12-07
36,108,53,Mostoles,2022-12-07
62,78,74,Barakaldo,2022-12-06
42,72,99,Bilbao,2022-12-06
57,86,98,Alcobendas,2022-12-06
56,95,62,Mostoles,2022-12-06
67,137,54,Barakaldo,2022-12-05
70,126,73,Bilbao,2022-12-05
31,121,82,Alcobendas,2022-12-05
63,105,92,Mostoles,2022-12-05
58,114,45,Barakaldo,2022-12-04
42,81,83,Bilbao,2022-12-04
65,128,47,Alcobendas,2022-12-04
32,119,72,Mostoles,2022-12-04
45,61,87,Barakaldo,2022-12-03
61,112,63,Bilbao,2022-12-03
48,62,64,Alcobendas,2022-12-03
60,137,66,Mostoles,2022-12-03
48,78,86,Barakaldo,2022-12-02
46,120,87,Bilbao,2022-12-02
61,81,89,Alcobendas,2022-12-02
52,122,67,Mostoles,2022-12-02
45,112,72,Barakaldo,2022-12-01
57,92,76,Bilbao,2022-12-01
56,115,67,Alcobendas,2022-12-01
78,132,93,Mostoles,2022-12-01
41,131,78,Barakaldo,2022-11-30
53,87,56,Bilbao,2022-11-30
44,109,58,Alcobendas,2022-11-30
69,130,87,Mostoles,2022-11-30
71,138,43,Barakaldo,2022-11-29
55,103,58,Bilbao,2022-11-29
62,92,88,Alcobendas,2022-11-29
49,93,80,Mostoles,2022-11-29
66,88,56,Barakaldo,2022-11-28
71,130,78,Bilbao,2022-11-28
69,134,97,Alcobendas,2022-11-28
51,84,54,Mostoles,2022-11-28
49,93,55,Barakaldo,2022-11-27
56,68,98,Bilbao,2022-11-27
51,90,66,Alcobendas,2022-11-27
64,118,95,Mostoles,2022-11-27
58,109,89,Barakaldo,2022-11-26
40,138,75,Bilbao,2022-11-26
67,109,63,Alcobendas,2022-11-26
75,60,65,Mostoles,2022-11-26
68,64,54,Barakaldo,2022-11-25
31,112,97,Bilbao,2022-11-25
35,135,77,Alcobendas,2022-11-25
57,110,73,Mostoles,2022-11-25
69,85,69,Barakaldo,2022-11-24
35,79,53,Bilbao,2022-11-24
44,100,51,Alcobendas,2022-11-24
69,130,56,Mostoles,2022-11-24
56,135,80,Barakaldo,2022-11-23
48,84,41,Bilbao,2022-11-23
77,106,82,Alcobendas,2022-11-23
55,81,66,Mostoles,2022-11-23
44,71,64,Barakaldo,2022-11-22
74,116,85,Bilbao,2022-11-22
61,75,61,Alcobendas,2022-11-22
42,111,49,Mostoles,2022-11-22
49,135,96,Barakaldo,2022-11-21
67,68,55,Bilbao,2022-11-21
30,101,70,Alcobendas,2022-11-21
50,101,87,Mostoles,2022-11-21
67,64,75,Barakaldo,2022-11-20
72,110,49,Bilbao,2022-11-20
31,124,52,Alcobendas,2022-11-20
39,96,84,Mostoles,2022-11-20
34,132,84,Barakaldo,2022-11-19
31,101,40,Bilbao,2022-11-19
51,69,83,Alcobendas,2022-11-19
51,68,88,Mostoles,2022-11-19
66,83,99,Barakaldo,2022-11-18
41,116,73,Bilbao,2022-11-18
68,99,87,Alcobendas,2022-11-18
56,78,99,Mostoles,2022-11-18
69,125,84,Barakaldo,2022-11-17
35,121,91,Bilbao,2022-11-17
55,61,49,Alcobendas,2022-11-17
36,98,69,Mostoles,2022-11-17
50,139,60,Barakaldo,2022-11-16
51,77,99,Bilbao,2022-11-16
41,87,87,Alcobendas,2022-11-16
47,70,65,Mostoles,2022-11-16
30,86,92,Barakaldo,2022-11-15
55,137,56,Bilbao,2022-11-15
31,72,58,Alcobendas,2022-11-15
43,71,82,Mostoles,2022-11-15
74,71,55,Barakaldo,2022-11-14
45,85,43,Bilbao,2022-11-14
79,108,87,Alcobendas,2022-11-14
67,122,71,Mostoles,2022-11-14
37,137,74,Barakaldo,2022-11-13
74,84,58,Bilbao,2022-11-13
71,65,97,Alcobendas,2022-11-13
72,113,63,Mostoles,2022-11-13
61,100,67,Barakaldo,2022-11-12
36,114,90,Bilbao,2022-11-12
32,127,84,Alcobendas,2022-11-12
42,79,71,Mostoles,2022-11-12
71,85,75,Barakaldo,2022-11-11
60,81,66,Bilbao,2022-11-11
56,76,79,Alcobendas,2022-11-11
58,70,84,Mostoles,2022-11-11
73,68,63,Barakaldo,2022-11-10
53,92,83,Bilbao,2022-11-10
52,85,70,Alcobendas,2022-11-10
64,91,41,Mostoles,2022-11-10
72,96,66,Barakaldo,2022-11-09
44,98,45,Bilbao,2022-11-09
56,117,83,Alcobendas,2022-11-09
69,87,72,Mostoles,2022-11-09
71,67,49,Barakaldo,2022-11-08
68,130,70,Bilbao,2022-11-08
54,79,50,Alcobendas,2022-11-08
49,78,82,Mostoles,2022-11-08
49,91,81,Barakaldo,2022-11-07
50,139,56,Bilbao,2022-11-07
57,128,55,Alcobendas,2022-11-07
79,110,65,Mostoles,2022-11-07
38,70,56,Barakaldo,2022-11-06
38,93,43,Bilbao,2022-11-06
47,107,64,Alcobendas,2022-11-06
31,137,56,Mostoles,2022-11-06
60,135,95,Barakaldo,2022-11-05
76,68,77,Bilbao,2022-11-05
51,88,41,Alcobendas,2022-11-05
74,106,50,Mostoles,2022-11-05
62,72,72,Barakaldo,2022-11-04
66,93,45,Bilbao,2022-11-04
74,88,75,Alcobendas,2022-11-04
72,112,91,Mostoles,2022-11-04
53,117,53,Barakaldo,2022-11-03
60,136,58,Bilbao,2022-11-03
75,108,65,Alcobendas,2022-11-03
51,81,90,Mostoles,2022-11-03
74,62,83,Barakaldo,2022-11-02
78,122,79,Bilbao,2022-11-02
32,76,58,Alcobendas,2022-11-02
30,75,94,Mostoles,2022-11-02
58,77,55,Barakaldo,2022-11-01
63,86,65,Bilbao,2022-11-01
64,70,93,Alcobendas,2022-11-01
74,81,54,Mostoles,2022-11-01
49,85,99,Barakaldo,2022-10-31
69,89,52,Bilbao,2022-10-31
36,110,88,Alcobendas,2022-10-31
34,111,40,Mostoles,2022-10-31
56,134,79,Barakaldo,2022-10-30
73,107,64,Bilbao,2022-10-30
66,88,86,Alcobendas,2022-10-30
46,122,47,Mostoles,2022-10-30
71,63,63,Barakaldo,2022-10-29
31,119,63,Bilbao,2022-10-29
66,76,41,Alcobendas,2022-10-29
48,110,92,Mostoles,2022-10-29
40,84,95,Barakaldo,2022-10-28
33,61,95,Bilbao,2022-10-28
48,112,49,Alcobendas,2022-10-28
79,135,62,Mostoles,2022-10-28
76,127,40,Barakaldo,2022-10-27
46,67,77,Bilbao,2022-10-27
73,129,77,Alcobendas,2022-10-27
53,121,76,Mostoles,2022-10-27
42,89,90,Barakaldo,2022-10-26
46,139,61,Bilbao,2022-10-26
61,81,45,Alcobendas,2022-10-26
34,70,49,Mostoles,2022-10-26
78,65,75,Barakaldo,2022-10-25
69,60,42,Bilbao,2022-10-25
65,123,91,Alcobendas,2022-10-25
49,108,59,Mostoles,2022-10-25
39,133,52,Barakaldo,2022-10-24
71,96,58,Bilbao,2022-10-24
42,126,49,Alcobendas,2022-10-24
54,139,76,Mostoles,2022-10-24
34,99,94,Barakaldo,2022-10-23
60,127,83,Bilbao,2022-10-23
52,120,90,Alcobendas,2022-10-23
47,137,42,Mostoles,2022-10-23
60,63,83,Barakaldo,2022-10-22
49,68,62,Bilbao,2022-10-22
38,69,46,Alcobendas,2022-10-22
44,114,63,Mostoles,2022-10-22
68,95,94,Barakaldo,2022-10-21
66,114,67,Bilbao,2022-10-21
57,64,72,Alcobendas,2022-10-21
39,138,92,Mostoles,2022-10-21
61,127,49,Barakaldo,2022-10-20
66,116,41,Bilbao,2022-10-20
72,138,69,Alcobendas,2022-10-20
78,83,99,Mostoles,2022-10-20
69,122,62,Barakaldo,2022-10-19
38,93,45,Bilbao,2022-10-19
73,96,40,Alcobendas,2022-10-19
34,66,41,Mostoles,2022-10-19
57,87,93,Barakaldo,2022-10-18
59,84,87,Bilbao,2022-10-18
42,88,61,Alcobendas,2022-10-18
47,89,75,Mostoles,2022-10-18
56,135,65,Barakaldo,2022-10-17
47,78,56,Bilbao,2022-10-17
48,111,58,Alcobendas,2022-10-17
51,79,45,Mostoles,2022-10-17
52,94,76,Barakaldo,2022-10-16
61,74,53,Bilbao,2022-10-16
72,125,90,Alcobendas,2022-10-16
34,69,81,Mostoles,2022-10-16
45,113,91,Barakaldo,2022-10-15
65,90,62,Bilbao,2022-10-15
54,129,42,Alcobendas,2022-10-15
39,65,69,Mostoles,2022-10-15
55,112,70,Barakaldo,2022-10-14
46,103,40,Bilbao,2022-10-14
39,102,43,Alcobendas,2022-10-14
75,65,89,Mostoles,2022-10-14
48,96,92,Barakaldo,2022-10-13
30,127,87,Bilbao,2022-10-13
75,73,46,Alcobendas,2022-10-13
34,96,88,Mostoles,2022-10-13
74,79,73,Barakaldo,2022-10-12
63,93,73,Bilbao,2022-10-12
47,115,67,Alcobendas,2022-10-12
74,80,93,Mostoles,2022-10-12
62,138,50,Barakaldo,2022-10-11
32,88,87,Bilbao,2022-10-11
74,69,72,Alcobendas,2022-10-11
46,69,82,Mostoles,2022-10-11
56,77,44,Barakaldo,2022-10-10
57,100,68,Bilbao,2022-10-10
59,116,81,Alcobendas,2022-10-10
68,129,50,Mostoles,2022-10-10
68,109,46,Barakaldo,2022-10-09
74,62,54,Bilbao,2022-10-09
53,65,46,Alcobendas,2022-10-09
39,126,66,Mostoles,2022-10-09
33,113,93,Barakaldo,2022-10-08
70,67,51,Bilbao,2022-10-08
73,81,61,Alcobendas,2022-10-08
35,85,83,Mostoles,2022-10-08
63,81,96,Barakaldo,2022-10-07
57,107,63,Bilbao,2022-10-07
46,86,73,Alcobendas,2022-10-07
57,64,49,Mostoles,2022-10-07
59,124,44,Barakaldo,2022-10-06
71,103,66,Bilbao,2022-10-06
59,70,84,Alcobendas,2022-10-06
41,130,98,Mostoles,2022-10-06
71,77,83,Barakaldo,2022-10-05
53,95,88,Bilbao,2022-10-05
58,72,48,Alcobendas,2022-10-05
50,73,65,Mostoles,2022-10-05
42,129,52,Barakaldo,2022-10-04
44,114,73,Bilbao,2022-10-04
64,109,76,Alcobendas,2022-10-04
46,122,76,Mostoles,2022-10-04
63,110,81,Barakaldo,2022-10-03
72,110,82,Bilbao,2022-10-03
72,137,87,Alcobendas,2022-10-03
42,128,51,Mostoles,2022-10-03
40,89,77,Barakaldo,2022-10-02
44,96,67,Bilbao,2022-10-02
60,73,78,Alcobendas,2022-10-02
57,112,57,Mostoles,2022-10-02
59,71,75,Barakaldo,2022-10-01
37,103,45,Bilbao,2022-10-01
34,61,92,Alcobendas,2022-10-01
33,91,71,Mostoles,2022-10-01
57,102,61,Barakaldo,2022-09-30
58,84,84,Bilbao,2022-09-30
38,84,58,Alcobendas,2022-09-30
46,87,81,Mostoles,2022-09-30
52,138,77,Barakaldo,2022-09-29
45,130,58,Bilbao,2022-09-29
55,66,43,Alcobendas,2022-09-29
75,66,67,Mostoles,2022-09-29
69,86,67,Barakaldo,2022-09-28
51,78,55,Bilbao,2022-09-28
74,90,50,Alcobendas,2022-09-28
49,98,50,Mostoles,2022-09-28
79,90,89,Barakaldo,2022-09-27
35,64,92,Bilbao,2022-09-27
37,72,58,Alcobendas,2022-09-27
75,121,78,Mostoles,2022-09-27
67,77,93,Barakaldo,2022-09-26
76,128,50,Bilbao,2022-09-26
41,61,94,Alcobendas,2022-09-26
55,109,97,Mostoles,2022-09-26
30,120,72,Barakaldo,2022-09-25
44,100,78,Bilbao,2022-09-25
65,92,40,Alcobendas,2022-09-25
79,109,88,Mostoles,2022-09-25
40,95,44,Barakaldo,2022-09-24
64,88,46,Bilbao,2022-09-24
60,76,72,Alcobendas,2022-09-24
60,69,48,Mostoles,2022-09-24
44,73,51,Barakaldo,2022-09-23
45,123,57,Bilbao,2022-09-23
31,91,69,Alcobendas,2022-09-23
62,118,59,Mostoles,2022-09-23
65,83,69,Barakaldo,2022-09-22
70,71,98,Bilbao,2022-09-22
65,112,45,Alcobendas,2022-09-22
31,63,74,Mostoles,2022-09-22
53,121,64,Barakaldo,2022-09-21
71,113,43,Bilbao,2022-09-21
52,138,74,Alcobendas,2022-09-21
31,64,97,Mostoles,2022-09-21
41,88,80,Barakaldo,2022-09-20
55,96,99,Bilbao,2022-09-20
35,101,41,Alcobendas,2022-09-20
78,118,54,Mostoles,2022-09-20
45,75,58,Barakaldo,2022-09-19
41,77,85,Bilbao,2022-09-19
73,139,57,Alcobendas,2022-09-19
40,85,98,Mostoles,2022-09-19
56,113,45,Barakaldo,2022-09-18
53,132,64,Bilbao,2022-09-18
69,71,61,Alcobendas,2022-09-18
69,125,55,Mostoles,2022-09-18
75,60,62,Barakaldo,2022-09-17
76,85,86,Bilbao,2022-09-17
76,136,87,Alcobendas,2022-09-17
40,104,53,Mostoles,2022-09-17
39,80,60,Barakaldo,2022-09-16
78,65,58,Bilbao,2022-09-16
62,85,47,Alcobendas,2022-09-16
47,137,56,Mostoles,2022-09-16
58,126,92,Barakaldo,2022-09-15
30,100,71,Bilbao,2022-09-15
34,98,69,Alcobendas,2022-09-15
33,104,86,Mostoles,2022-09-15
49,139,60,Barakaldo,2022-09-14
58,130,44,Bilbao,2022-09-14
49,85,49,Alcobendas,2022-09-14
36,66,92,Mostoles,2022-09-14
43,100,70,Barakaldo,2022-09-13
54,60,63,Bilbao,2022-09-13
76,101,83,Alcobendas,2022-09-13
63,139,54,Mostoles,2022-09-13
76,73,78,Barakaldo,2022-09-12
49,67,74,Bilbao,2022-09-12
67,135,45,Alcobendas,2022-09-12
63,115,94,Mostoles,2022-09-12
41,98,86,Barakaldo,2022-09-11
70,94,62,Bilbao,2022-09-11
53,71,87,Alcobendas,2022-09-11
47,101,73,Mostoles,2022-09-11
76,130,73,Barakaldo,2022-09-10
73,64,93,Bilbao,2022-09-10
48,105,98,Alcobendas,2022-09-10
75,107,72,Mostoles,2022-09-10
39,105,59,Barakaldo,2022-09-09
61,75,49,Bilbao,2022-09-09
73,81,86,Alcobendas,2022-09-09
46,119,47,Mostoles,2022-09-09
68,136,60,Barakaldo,2022-09-08
57,69,73,Bilbao,2022-09-08
78,126,86,Alcobendas,2022-09-08
62,100,61,Mostoles,2022-09-08
45,96,48,Barakaldo,2022-09-07
63,64,98,Bilbao,2022-09-07
57,119,62,Alcobendas,2022-09-07
40,118,58,Mostoles,2022-09-07
32,85,58,Barakaldo,2022-09-06
31,72,95,Bilbao,2022-09-06
70,66,87,Alcobendas,2022-09-06
34,125,91,Mostoles,2022-09-06
70,127,96,Barakaldo,2022-09-05
38,86,95,Bilbao,2022-09-05
50,96,78,Alcobendas,2022-09-05
50,99,91,Mostoles,2022-09-05
37,134,61,Barakaldo,2022-09-04
45,110,45,Bilbao,2022-09-04
60,115,40,Alcobendas,2022-09-04
78,86,66,Mostoles,2022-09-04
71,87,55,Barakaldo,2022-09-03
40,61,93,Bilbao,2022-09-03
70,127,45,Alcobendas,2022-09-03
30,64,85,Mostoles,2022-09-03
41,98,56,Barakaldo,2022-09-02
35,117,79,Bilbao,2022-09-02
66,66,43,Alcobendas,2022-09-02
64,61,52,Mostoles,2022-09-02
65,81,76,Barakaldo,2022-09-01
42,104,85,Bilbao,2022-09-01
78,118,83,Alcobendas,2022-09-01
52,129,78,Mostoles,2022-09-01
35,117,83,Barakaldo,2022-08-31
65,128,95,Bilbao,2022-08-31
77,95,82,Alcobendas,2022-08-31
59,107,89,Mostoles,2022-08-31
68,94,47,Barakaldo,2022-08-30
73,70,63,Bilbao,2022-08-30
67,120,63,Alcobendas,2022-08-30
42,95,77,Mostoles,2022-08-30
46,91,44,Barakaldo,2022-08-29
60,87,55,Bilbao,2022-08-29
45,68,81,Alcobendas,2022-08-29
65,122,44,Mostoles,2022-08-29
59,116,75,Barakaldo,2022-08-28
48,109,67,Bilbao,2022-08-28
66,119,61,Alcobendas,2022-08-28
54,117,74,Mostoles,2022-08-28
75,119,54,Barakaldo,2022-08-27
31,119,80,Bilbao,2022-08-27
65,100,88,Alcobendas,2022-08-27
43,116,88,Mostoles,2022-08-27
68,120,47,Barakaldo,2022-08-26
58,86,55,Bilbao,2022-08-26
60,68,87,Alcobendas,2022-08-26
76,76,57,Mostoles,2022-08-26
45,91,48,Barakaldo,2022-08-25
72,72,99,Bilbao,2022-08-25
75,96,44,Alcobendas,2022-08-25
57,74,89,Mostoles,2022-08-25
43,130,96,Barakaldo,2022-08-24
59,124,67,Bilbao,2022-08-24
66,74,92,Alcobendas,2022-08-24
39,93,95,Mostoles,2022-08-24
41,99,63,Barakaldo,2022-08-23
47,84,93,Bilbao,2022-08-23
79,70,73,Alcobendas,2022-08-23
52,139,42,Mostoles,2022-08-23
44,137,41,Barakaldo,2022-08-22
34,91,74,Bilbao,2022-08-22
67,103,50,Alcobendas,2022-08-22
43,89,91,Mostoles,2022-08-22
65,67,96,Barakaldo,2022-08-21
74,92,86,Bilbao,2022-08-21
77,81,95,Alcobendas,2022-08-21
65,88,78,Mostoles,2022-08-21
38,133,80,Barakaldo,2022-08-20
43,100,99,Bilbao,2022-08-20
48,98,86,Alcobendas,2022-08-20
62,100,81,Mostoles,2022-08-20
79,100,70,Barakaldo,2022-08-19
45,85,71,Bilbao,2022-08-19
76,135,75,Alcobendas,2022-08-19
35,77,99,Mostoles,2022-08-19
52,121,52,Barakaldo,2022-08-18
46,124,97,Bilbao,2022-08-18
66,130,63,Alcobendas,2022-08-18
71,106,40,Mostoles,2022-08-18
66,99,95,Barakaldo,2022-08-17
66,107,59,Bilbao,2022-08-17
46,118,71,Alcobendas,2022-08-17
44,80,55,Mostoles,2022-08-17
50,98,42,Barakaldo,2022-08-16
74,130,65,Bilbao,2022-08-16
42,81,81,Alcobendas,2022-08-16
42,105,66,Mostoles,2022-08-16
61,97,41,Barakaldo,2022-08-15
62,73,57,Bilbao,2022-08-15
65,128,46,Alcobendas,2022-08-15
47,90,48,Mostoles,2022-08-15
69,65,91,Barakaldo,2022-08-14
52,124,83,Bilbao,2022-08-14
47,137,96,Alcobendas,2022-08-14
36,111,40,Mostoles,2022-08-14
33,87,55,Barakaldo,2022-08-13
45,137,93,Bilbao,2022-08-13
62,114,83,Alcobendas,2022-08-13
39,62,87,Mostoles,2022-08-13
35,102,56,Barakaldo,2022-08-12
76,136,98,Bilbao,2022-08-12
38,64,48,Alcobendas,2022-08-12
77,63,77,Mostoles,2022-08-12
40,78,86,Barakaldo,2022-08-11
32,85,43,Bilbao,2022-08-11
71,60,97,Alcobendas,2022-08-11
61,88,97,Mostoles,2022-08-11
66,115,88,Barakaldo,2022-08-10
53,93,53,Bilbao,2022-08-10
67,136,88,Alcobendas,2022-08-10
66,79,47,Mostoles,2022-08-10
78,133,40,Barakaldo,2022-08-09
44,136,46,Bilbao,2022-08-09
78,84,75,Alcobendas,2022-08-09
75,130,94,Mostoles,2022-08-09
57,66,93,Barakaldo,2022-08-08
45,126,75,Bilbao,2022-08-08
74,136,86,Alcobendas,2022-08-08
64,102,68,Mostoles,2022-08-08
77,96,58,Barakaldo,2022-08-07
77,104,92,Bilbao,2022-08-07
49,101,62,Alcobendas,2022-08-07
35,114,66,Mostoles,2022-08-07
53,92,80,Barakaldo,2022-08-06
72,64,98,Bilbao,2022-08-06
74,112,66,Alcobendas,2022-08-06
45,63,81,Mostoles,2022-08-06
41,127,63,Barakaldo,2022-08-05
76,127,68,Bilbao,2022-08-05
43,131,83,Alcobendas,2022-08-05
76,127,44,Mostoles,2022-08-05
45,85,55,Barakaldo,2022-08-04
55,131,57,Bilbao,2022-08-04
67,86,51,Alcobendas,2022-08-04
73,112,80,Mostoles,2022-08-04
35,68,90,Barakaldo,2022-08-03
40,74,63,Bilbao,2022-08-03
45,135,85,Alcobendas,2022-08-03
43,95,80,Mostoles,2022-08-03
57,127,45,Barakaldo,2022-08-02
30,138,68,Bilbao,2022-08-02
35,80,85,Alcobendas,2022-08-02
69,119,44,Mostoles,2022-08-02
78,105,62,Barakaldo,2022-08-01
53,63,84,Bilbao,2022-08-01
42,112,81,Alcobendas,2022-08-01
57,99,67,Mostoles,2022-08-01
46,85,54,Barakaldo,2022-07-31
31,87,72,Bilbao,2022-07-31
47,112,48,Alcobendas,2022-07-31
40,110,54,Mostoles,2022-07-31
72,68,58,Barakaldo,2022-07-30
47,123,40,Bilbao,2022-07-30
56,134,84,Alcobendas,2022-07-30
79,72,75,Mostoles,2022-07-30
48,82,90,Barakaldo,2022-07-29
33,110,98,Bilbao,2022-07-29
63,123,68,Alcobendas,2022-07-29
39,129,51,Mostoles,2022-07-29
58,120,75,Barakaldo,2022-07-28
74,103,44,Bilbao,2022-07-28
31,85,93,Alcobendas,2022-07-28
64,102,99,Mostoles,2022-07-28
76,130,45,Barakaldo,2022-07-27
65,85,65,Bilbao,2022-07-27
34,69,81,Alcobendas,2022-07-27
36,67,42,Mostoles,2022-07-27
30,135,69,Barakaldo,2022-07-26
54,65,79,Bilbao,2022-07-26
46,100,67,Alcobendas,2022-07-26
65,137,96,Mostoles,2022-07-26
45,90,51,Barakaldo,2022-07-25
33,123,58,Bilbao,2022-07-25
50,115,52,Alcobendas,2022-07-25
43,113,43,Mostoles,2022-07-25
70,94,64,Barakaldo,2022-07-24
69,94,78,Bilbao,2022-07-24
71,124,93,Alcobendas,2022-07-24
51,63,74,Mostoles,2022-07-24
78,94,85,Barakaldo,2022-07-23
52,92,64,Bilbao,2022-07-23
69,98,90,Alcobendas,2022-07-23
73,120,58,Mostoles,2022-07-23
68,137,68,Barakaldo,2022-07-22
58,62,52,Bilbao,2022-07-22
65,125,75,Alcobendas,2022-07-22
48,120,52,Mostoles,2022-07-22
44,106,96,Barakaldo,2022-07-21
47,134,84,Bilbao,2022-07-21
79,109,54,Alcobendas,2022-07-21
40,138,96,Mostoles,2022-07-21
54,138,73,Barakaldo,2022-07-20
72,102,56,Bilbao,2022-07-20
67,82,44,Alcobendas,2022-07-20
77,109,55,Mostoles,2022-07-20
54,135,58,Barakaldo,2022-07-19
78,94,64,Bilbao,2022-07-19
34,104,80,Alcobendas,2022-07-19
67,63,89,Mostoles,2022-07-19
51,99,75,Barakaldo,2022-07-18
71,104,94,Bilbao,2022-07-18
48,86,91,Alcobendas,2022-07-18
78,127,44,Mostoles,2022-07-18
34,104,85,Barakaldo,2022-07-17
41,76,71,Bilbao,2022-07-17
44,94,74,Alcobendas,2022-07-17
42,75,88,Mostoles,2022-07-17
68,65,94,Barakaldo,2022-07-16
37,117,46,Bilbao,2022-07-16
35,90,53,Alcobendas,2022-07-16
35,110,48,Mostoles,2022-07-16
77,79,64,Barakaldo,2022-07-15
73,115,47,Bilbao,2022-07-15
51,66,90,Alcobendas,2022-07-15
31,114,77,Mostoles,2022-07-15
34,86,88,Barakaldo,2022-07-14
57,137,72,Bilbao,2022-07-14
60,131,92,Alcobendas,2022-07-14
52,83,57,Mostoles,2022-07-14
48,132,90,Barakaldo,2022-07-13
69,66,58,Bilbao,2022-07-13
71,120,50,Alcobendas,2022-07-13
53,110,47,Mostoles,2022-07-13
34,79,91,Barakaldo,2022-07-12
46,84,69,Bilbao,2022-07-12
46,86,51,Alcobendas,2022-07-12
33,95,55,Mostoles,2022-07-12
61,86,81,Barakaldo,2022-07-11
33,74,95,Bilbao,2022-07-11
43,129,44,Alcobendas,2022-07-11
31,65,71,Mostoles,2022-07-11
67,64,48,Barakaldo,2022-07-10
53,81,84,Bilbao,2022-07-10
38,135,69,Alcobendas,2022-07-10
72,81,69,Mostoles,2022-07-10
59,70,55,Barakaldo,2022-07-09
57,96,93,Bilbao,2022-07-09
59,125,42,Alcobendas,2022-07-09
56,137,62,Mostoles,2022-07-09
52,120,93,Barakaldo,2022-07-08
43,103,71,Bilbao,2022-07-08
66,100,86,Alcobendas,2022-07-08
58,96,69,Mostoles,2022-07-08
73,95,74,Barakaldo,2022-07-07
46,79,89,Bilbao,2022-07-07
47,115,46,Alcobendas,2022-07-07
60,109,85,Mostoles,2022-07-07
39,70,77,Barakaldo,2022-07-06
51,73,41,Bilbao,2022-07-06
37,68,53,Alcobendas,2022-07-06
78,121,44,Mostoles,2022-07-06
34,97,49,Barakaldo,2022-07-05
47,123,88,Bilbao,2022-07-05
43,72,83,Alcobendas,2022-07-05
35,94,87,Mostoles,2022-07-05
54,121,97,Barakaldo,2022-07-04
70,76,94,Bilbao,2022-07-04
42,78,89,Alcobendas,2022-07-04
65,62,68,Mostoles,2022-07-04
35,64,44,Barakaldo,2022-07-03
57,133,54,Bilbao,2022-07-03
39,60,44,Alcobendas,2022-07-03
66,116,66,Mostoles,2022-07-03
57,139,84,Barakaldo,2022-07-02
33,133,67,Bilbao,2022-07-02
34,113,54,Alcobendas,2022-07-02
48,106,54,Mostoles,2022-07-02
31,75,82,Barakaldo,2022-07-01
67,100,89,Bilbao,2022-07-01
31,111,73,Alcobendas,2022-07-01
30,62,44,Mostoles,2022-07-01
48,63,83,Barakaldo,2022-06-30
65,130,57,Bilbao,2022-06-30
65,79,81,Alcobendas,2022-06-30
59,122,47,Mostoles,2022-06-30
43,134,59,Barakaldo,2022-06-29
78,127,77,Bilbao,2022-06-29
58,121,55,Alcobendas,2022-06-29
58,115,89,Mostoles,2022-06-29
68,88,74,Barakaldo,2022-06-28
31,119,92,Bilbao,2022-06-28
35,119,41,Alcobendas,2022-06-28
68,109,88,Mostoles,2022-06-28
31,88,95,Barakaldo,2022-06-27
62,129,56,Bilbao,2022-06-27
47,135,65,Alcobendas,2022-06-27
47,61,47,Mostoles,2022-06-27
59,130,53,Barakaldo,2022-06-26
74,74,90,Bilbao,2022-06-26
38,65,89,Alcobendas,2022-06-26
61,129,97,Mostoles,2022-06-26
49,69,45,Barakaldo,2022-06-25
50,93,51,Bilbao,2022-06-25
44,113,90,Alcobendas,2022-06-25
34,75,67,Mostoles,2022-06-25
73,104,94,Barakaldo,2022-06-24
40,83,45,Bilbao,2022-06-24
66,81,85,Alcobendas,2022-06-24
70,109,57,Mostoles,2022-06-24
60,74,44,Barakaldo,2022-06-23
35,63,89,Bilbao,2022-06-23
37,64,43,Alcobendas,2022-06-23
51,77,57,Mostoles,2022-06-23
53,123,95,Barakaldo,2022-06-22
60,77,45,Bilbao,2022-06-22
60,131,44,Alcobendas,2022-06-22
36,74,70,Mostoles,2022-06-22
79,91,65,Barakaldo,2022-06-21
50,113,58,Bilbao,2022-06-21
43,118,48,Alcobendas,2022-06-21
67,117,79,Mostoles,2022-06-21
34,113,48,Barakaldo,2022-06-20
73,101,77,Bilbao,2022-06-20
57,129,98,Alcobendas,2022-06-20
52,67,84,Mostoles,2022-06-20
75,101,90,Barakaldo,2022-06-19
46,126,42,Bilbao,2022-06-19
73,130,45,Alcobendas,2022-06-19
37,64,52,Mostoles,2022-06-19
46,67,72,Barakaldo,2022-06-18
34,68,50,Bilbao,2022-06-18
60,73,44,Alcobendas,2022-06-18
74,110,77,Mostoles,2022-06-18
53,94,56,Barakaldo,2022-06-17
59,136,45,Bilbao,2022-06-17
50,71,42,Alcobendas,2022-06-17
78,73,96,Mostoles,2022-06-17
41,107,84,Barakaldo,2022-06-16
31,112,89,Bilbao,2022-06-16
39,104,43,Alcobendas,2022-06-16
53,64,86,Mostoles,2022-06-16
34,77,51,Barakaldo,2022-06-15
58,106,98,Bilbao,2022-06-15
67,124,60,Alcobendas,2022-06-15
65,96,78,Mostoles,2022-06-15
40,111,55,Barakaldo,2022-06-14
73,137,94,Bilbao,2022-06-14
49,118,81,Alcobendas,2022-06-14
78,120,53,Mostoles,2022-06-14
46,134,73,Barakaldo,2022-06-13
70,109,77,Bilbao,2022-06-13
56,92,47,Alcobendas,2022-06-13
77,126,73,Mostoles,2022-06-13
60,105,66,Barakaldo,2022-06-12
66,100,59,Bilbao,2022-06-12
73,101,78,Alcobendas,2022-06-12
