indice_aire,nombre,fecha
39,Bilbao,2021-09-28
247,Bilbao,2021-09-27
42,Bilbao,2021-09-26
168,Bilbao,2021-09-25
54,Bilbao,2021-09-24
14,Bilbao,2021-09-23
127,Bilbao,2021-09-22
290,Bilbao,2021-09-21
190,Bilbao,2021-09-20
118,Bilbao,2021-09-19
194,Bilbao,2021-09-18
145,Bilbao,2021-09-17
161,Bilbao,2021-09-16
269,Bilbao,2021-09-15
295,Bilbao,2021-09-14
48,Bilbao,2021-09-13
181,Bilbao,2021-09-12
300,Bilbao,2021-09-11
45,Bilbao,2021-09-10
92,Bilbao,2021-09-09
122,Bilbao,2021-09-08
11,Bilbao,2021-09-07
175,Bilbao,2021-09-06
233,Bilbao,2021-09-05
231,Bilbao,2021-09-04
56,Bilbao,2021-09-03
250,Bilbao,2021-09-02
203,Bilbao,2021-09-01
192,Bilbao,2021-08-31
43,Bilbao,2021-08-30
38,Bilbao,2021-08-29
102,Bilbao,2021-08-28
44,Bilbao,2021-08-27
272,Bilbao,2021-08-26
105,Bilbao,2021-08-25
176,Bilbao,2021-08-24
195,Bilbao,2021-08-23
105,Bilbao,2021-08-22
285,Bilbao,2021-08-21
180,Bilbao,2021-08-20
272,Bilbao,2021-08-19
154,Bilbao,2021-08-18
138,Bilbao,2021-08-17
278,Bilbao,2021-08-16
218,Bilbao,2021-08-15
238,Bilbao,2021-08-14
206,Bilbao,2021-08-13
140,Bilbao,2021-08-12
219,Bilbao,2021-08-11
139,Bilbao,2021-08-10
226,Bilbao,2021-08-09
126,Bilbao,2021-08-08
13,Bilbao,2021-08-07
48,Bilbao,2021-08-06
147,Bilbao,2021-08-05
176,Bilbao,2021-08-04
32,Bilbao,2021-08-03
99,Bilbao,2021-08-02
289,Bilbao,2021-08-01
140,Bilbao,2021-07-31
261,Bilbao,2021-07-30
226,Bilbao,2021-07-29
13,Bilbao,2021-07-28
20,Bilbao,2021-07-27
27,Bilbao,2021-07-26
175,Bilbao,2021-07-25
103,Bilbao,2021-07-24
110,Bilbao,2021-07-23
149,Bilbao,2021-07-22
183,Bilbao,2021-07-21
281,Bilbao,2021-07-20
248,Bilbao,2021-07-19
4,Bilbao,2021-07-18
185,Bilbao,2021-07-17
194,Bilbao,2021-07-16
132,Bilbao,2021-07-15
109,Bilbao,2021-07-14
25,Bilbao,2021-07-13
260,Bilbao,2021-07-12
36,Bilbao,2021-07-11
198,Bilbao,2021-07-10
170,Bilbao,2021-07-09
50,Bilbao,2021-07-08
165,Bilbao,2021-07-07
270,Bilbao,2021-07-06
152,Bilbao,2021-07-05
47,Bilbao,2021-07-04
204,Bilbao,2021-07-03
119,Bilbao,2021-07-02
115,Bilbao,2021-07-01
112,Bilbao,2021-06-30
158,Bilbao,2021-06-29
173,Bilbao,2021-06-28
97,Bilbao,2021-06-27
40,Bilbao,2021-06-26
5,Bilbao,2021-06-25
223,Bilbao,2021-06-24
208,Bilbao,2021-06-23
191,Bilbao,2021-06-22
285,Bilbao,2021-06-21
191,Bilbao,2021-06-20
78,Bilbao,2021-06-19
240,Bilbao,2021-06-18
109,Bilbao,2021-06-17
282,Bilbao,2021-06-16
272,Bilbao,2021-06-15
154,Bilbao,2021-06-14
262,Bilbao,2021-06-13
22,Bilbao,2021-06-12
10,Bilbao,2021-06-11
115,Bilbao,2021-06-10
230,Bilbao,2021-06-09
276,Bilbao,2021-06-08
35,Bilbao,2021-06-07
40,Bilbao,2021-06-06
274,Bilbao,2021-06-05
86,Bilbao,2021-06-04
14,Bilbao,2021-06-03
55,Bilbao,2021-06-02
241,Bilbao,2021-06-01
87,Bilbao,2021-05-31
73,Bilbao,2021-05-30
46,Bilbao,2021-05-29
70,Bilbao,2021-05-28
287,Bilbao,2021-05-27
188,Bilbao,2021-05-26
75,Bilbao,2021-05-25
142,Bilbao,2021-05-24
217,Bilbao,2021-05-23
293,Bilbao,2021-05-22
242,Bilbao,2021-05-21
284,Bilbao,2021-05-20
187,Bilbao,2021-05-19
80,Bilbao,2021-05-18
129,Bilbao,2021-05-17
214,Bilbao,2021-05-16
103,Bilbao,2021-05-15
288,Bilbao,2021-05-14
159,Bilbao,2021-05-13
111,Bilbao,2021-05-12
142,Bilbao,2021-05-11
122,Bilbao,2021-05-10
60,Bilbao,2021-05-09
17,Bilbao,2021-05-08
166,Bilbao,2021-05-07
232,Bilbao,2021-05-06
200,Bilbao,2021-05-05
220,Bilbao,2021-05-04
251,Bilbao,2021-05-03
64,Bilbao,2021-05-02
258,Bilbao,2021-05-01
285,Bilbao,2021-04-30
242,Bilbao,2021-04-29
44,Bilbao,2021-04-28
227,Bilbao,2021-04-27
214,Bilbao,2021-04-26
264,Bilbao,2021-04-25
267,Bilbao,2021-04-24
168,Bilbao,2021-04-23
61,Bilbao,2021-04-22
258,Bilbao,2021-04-21
297,Bilbao,2021-04-20
272,Bilbao,2021-04-19
127,Bilbao,2021-04-18
7,Bilbao,2021-04-17
4,Bilbao,2021-04-16
188,Bilbao,2021-04-15
26,Bilbao,2021-04-14
290,Bilbao,2021-04-13
195,Bilbao,2021-04-12
224,Bilbao,2021-04-11
77,Bilbao,2021-04-10
164,Bilbao,2021-04-09
109,Bilbao,2021-04-08
232,Bilbao,2021-04-07
175,Bilbao,2021-04-06
162,Bilbao,2021-04-05
289,Bilbao,2021-04-04
140,Bilbao,2021-04-03
46,Bilbao,2021-04-02
274,Bilbao,2021-04-01
244,Bilbao,2021-03-31
178,Bilbao,2021-03-30
80,Bilbao,2021-03-29
227,Bilbao,2021-03-28
172,Bilbao,2021-03-27
128,Bilbao,2021-03-26
217,Bilbao,2021-03-25
92,Bilbao,2021-03-24
208,Bilbao,2021-03-23
276,Bilbao,2021-03-22
101,Bilbao,2021-03-21
188,Bilbao,2021-03-20
3,Bilbao,2021-03-19
261,Bilbao,2021-03-18
247,Bilbao,2021-03-17
255,Bilbao,2021-03-16
64,Bilbao,2021-03-15
147,Bilbao,2021-03-14
88,Bilbao,2021-03-13
10,Bilbao,2021-03-12
11,Bilbao,2021-03-11
56,Bilbao,2021-03-10
287,Bilbao,2021-03-09
21,Alcobendas,2023-12-03
114,Alcobendas,2023-12-02
141,Alcobendas,2023-12-01
230,Alcobendas,2023-11-30
59,Alcobendas,2023-11-29
236,Alcobendas,2023-11-28
89,Alcobendas,2023-11-27
40,Alcobendas,2023-11-26
7,Alcobendas,2023-11-25
284,Alcobendas,2023-11-24
86,Alcobendas,2023-11-23
289,Alcobendas,2023-11-22
40,Alcobendas,2023-11-21
45,Alcobendas,2023-11-20
174,Alcobendas,2023-11-19
173,Alcobendas,2023-11-18
204,Alcobendas,2023-11-17
262,Alcobendas,2023-11-16
92,Alcobendas,2023-11-15
92,Alcobendas,2023-11-14
163,Alcobendas,2023-11-13
279,Alcobendas,2023-11-12
273,Alcobendas,2023-11-11
257,Alcobendas,2023-11-10
287,Alcobendas,2023-11-09
246,Alcobendas,2023-11-08
251,Alcobendas,2023-11-07
199,Alcobendas,2023-11-06
199,Alcobendas,2023-11-05
85,Alcobendas,2023-11-04
81,Alcobendas,2023-11-03
267,Alcobendas,2023-11-02
4,Alcobendas,2023-11-01
41,Alcobendas,2023-10-31
292,Alcobendas,2023-10-30
228,Alcobendas,2023-10-29
177,Alcobendas,2023-10-28
274,Alcobendas,2023-10-27
128,Alcobendas,2023-10-26
110,Alcobendas,2023-10-25
67,Alcobendas,2023-10-24
270,Alcobendas,2023-10-23
229,Alcobendas,2023-10-22
64,Alcobendas,2023-10-21
161,Alcobendas,2023-10-20
166,Alcobendas,2023-10-19
69,Alcobendas,2023-10-18
11,Alcobendas,2023-10-17
104,Alcobendas,2023-10-16
134,Alcobendas,2023-10-15
62,Alcobendas,2023-10-14
219,Alcobendas,2023-10-13
170,Alcobendas,2023-10-12
55,Alcobendas,2023-10-11
283,Alcobendas,2023-10-10
125,Alcobendas,2023-10-09
133,Alcobendas,2023-10-08
281,Alcobendas,2023-10-07
178,Alcobendas,2023-10-06
283,Alcobendas,2023-10-05
82,Alcobendas,2023-10-04
169,Alcobendas,2023-10-03
60,Alcobendas,2023-10-02
117,Alcobendas,2023-10-01
285,Alcobendas,2023-09-30
134,Alcobendas,2023-09-29
203,Alcobendas,2023-09-28
111,Alcobendas,2023-09-27
278,Alcobendas,2023-09-26
153,Alcobendas,2023-09-25
4,Alcobendas,2023-09-24
53,Alcobendas,2023-09-23
152,Alcobendas,2023-09-22
18,Alcobendas,2023-09-21
48,Alcobendas,2023-09-20
17,Alcobendas,2023-09-19
166,Alcobendas,2023-09-18
127,Alcobendas,2023-09-17
114,Alcobendas,2023-09-16
67,Alcobendas,2023-09-15
286,Alcobendas,2023-09-14
146,Alcobendas,2023-09-13
8,Alcobendas,2023-09-12
98,Alcobendas,2023-09-11
153,Alcobendas,2023-09-10
189,Alcobendas,2023-09-09
292,Alcobendas,2023-09-08
147,Alcobendas,2023-09-07
19,Alcobendas,2023-09-06
212,Alcobendas,2023-09-05
65,Alcobendas,2023-09-04
61,Alcobendas,2023-09-03
297,Alcobendas,2023-09-02
290,Alcobendas,2023-09-01
116,Alcobendas,2023-08-31
180,Alcobendas,2023-08-30
136,Alcobendas,2023-08-29
42,Alcobendas,2023-08-28
33,Alcobendas,2023-08-27
288,Alcobendas,2023-08-26
293,Alcobendas,2023-08-25
35,Alcobendas,2023-08-24
154,Alcobendas,2023-08-23
128,Alcobendas,2023-08-22
72,Alcobendas,2023-08-21
244,Alcobendas,2023-08-20
105,Alcobendas,2023-08-19
97,Alcobendas,2023-08-18
57,Alcobendas,2023-08-17
80,Alcobendas,2023-08-16
134,Alcobendas,2023-08-15
160,Alcobendas,2023-08-14
258,Alcobendas,2023-08-13
17,Alcobendas,2023-08-12
153,Alcobendas,2023-08-11
245,Alcobendas,2023-08-10
137,Alcobendas,2023-08-09
146,Alcobendas,2023-08-08
153,Alcobendas,2023-08-07
14,Alcobendas,2023-08-06
190,Alcobendas,2023-08-05
71,Alcobendas,2023-08-04
27,Alcobendas,2023-08-03
223,Alcobendas,2023-08-02
14,Alcobendas,2023-08-01
117,Alcobendas,2023-07-31
253,Alcobendas,2023-07-30
116,Alcobendas,2023-07-29
154,Alcobendas,2023-07-28
295,Alcobendas,2023-07-27
96,Alcobendas,2023-07-26
101,Alcobendas,2023-07-25
143,Alcobendas,2023-07-24
175,Alcobendas,2023-07-23
28,Alcobendas,2023-07-22
129,Alcobendas,2023-07-21
163,Alcobendas,2023-07-20
137,Alcobendas,2023-07-19
99,Alcobendas,2023-07-18
156,Alcobendas,2023-07-17
80,Alcobendas,2023-07-16
110,Alcobendas,2023-07-15
192,Alcobendas,2023-07-14
159,Alcobendas,2023-07-13
161,Alcobendas,2023-07-12
32,Alcobendas,2023-07-11
39,Alcobendas,2023-07-10
250,Alcobendas,2023-07-09
42,Alcobendas,2023-07-08
61,Alcobendas,2023-07-07
293,Alcobendas,2023-07-06
289,Alcobendas,2023-07-05
132,Alcobendas,2023-07-04
148,Alcobendas,2023-07-03
281,Alcobendas,2023-07-02
4,Alcobendas,2023-07-01
58,Alcobendas,2023-06-30
140,Alcobendas,2023-06-29
179,Alcobendas,2023-06-28
72,Alcobendas,2023-06-27
281,Alcobendas,2023-06-26
175,Alcobendas,2023-06-25
92,Alcobendas,2023-06-24
206,Alcobendas,2023-06-23
158,Alcobendas,2023-06-22
287,Alcobendas,2023-06-21
9,Alcobendas,2023-06-20
256,Alcobendas,2023-06-19
214,Alcobendas,2023-06-18
31,Alcobendas,2023-06-17
194,Alcobendas,2023-06-16
224,Alcobendas,2023-06-15
247,Alcobendas,2023-06-14
203,Alcobendas,2023-06-13
120,Alcobendas,2023-06-12
258,Alcobendas,2023-06-11
292,Alcobendas,2023-06-10
112,Alcobendas,2023-06-09
150,Alcobendas,2023-06-08
250,Alcobendas,2023-06-07
114,Alcobendas,2023-06-06
119,Alcobendas,2023-06-05
33,Alcobendas,2023-06-04
275,Alcobendas,2023-06-03
192,Alcobendas,2023-06-02
62,Alcobendas,2023-06-01
64,Alcobendas,2023-05-31
147,Alcobendas,2023-05-30
34,Alcobendas,2023-05-29
138,Alcobendas,2023-05-28
27,Alcobendas,2023-05-27
56,Alcobendas,2023-05-26
227,Alcobendas,2023-05-25
86,Alcobendas,2023-05-24
122,Alcobendas,2023-05-23
138,Alcobendas,2023-05-22
2,Alcobendas,2023-05-21
117,Alcobendas,2023-05-20
38,Alcobendas,2023-05-19
184,Alcobendas,2023-05-18
186,Alcobendas,2023-05-17
176,Alcobendas,2023-05-16
235,Alcobendas,2023-05-15
181,Alcobendas,2023-05-14
157,Alcobendas,2023-05-13
223,Alcobendas,2023-05-12
234,Alcobendas,2023-05-11
44,Alcobendas,2023-05-10
29,Alcobendas,2023-05-09
90,Alcobendas,2023-05-08
234,Alcobendas,2023-05-07
296,Alcobendas,2023-05-06
140,Alcobendas,2023-05-05
223,Alcobendas,2023-05-04
113,Alcobendas,2023-05-03
92,Alcobendas,2023-05-02
199,Alcobendas,2023-05-01
239,Alcobendas,2023-04-30
161,Alcobendas,2023-04-29
185,Alcobendas,2023-04-28
243,Alcobendas,2023-04-27
52,Alcobendas,2023-04-26
177,Alcobendas,2023-04-25
205,Alcobendas,2023-04-24
190,Alcobendas,2023-04-23
30,Alcobendas,2023-04-22
211,Alcobendas,2023-04-21
84,Alcobendas,2023-04-20
292,Alcobendas,2023-04-19
18,Alcobendas,2023-04-18
32,Alcobendas,2023-04-17
242,Alcobendas,2023-04-16
35,Alcobendas,2023-04-15
112,Alcobendas,2023-04-14
174,Alcobendas,2023-04-13
26,Alcobendas,2023-04-12
20,Alcobendas,2023-04-11
181,Alcobendas,2023-04-10
259,Alcobendas,2023-04-09
275,Alcobendas,2023-04-08
49,Alcobendas,2023-04-07
277,Alcobendas,2023-04-06
26,Alcobendas,2023-04-05
32,Alcobendas,2023-04-04
174,Alcobendas,2023-04-03
265,Alcobendas,2023-04-02
108,Alcobendas,2023-04-01
42,Alcobendas,2023-03-31
192,Alcobendas,2023-03-30
75,Alcobendas,2023-03-29
22,Alcobendas,2023-03-28
204,Alcobendas,2023-03-27
9,Alcobendas,2023-03-26
254,Alcobendas,2023-03-25
179,Alcobendas,2023-03-24
163,Alcobendas,2023-03-23
81,Alcobendas,2023-03-22
175,Alcobendas,2023-03-21
133,Alcobendas,2023-03-20
259,Alcobendas,2023-03-19
23,Alcobendas,2023-03-18
16,Alcobendas,2023-03-17
9,Alcobendas,2023-03-16
176,Alcobendas,2023-03-15
133,Alcobendas,2023-03-14
137,Alcobendas,2023-03-13
189,Alcobendas,2023-03-12
154,Alcobendas,2023-03-11
179,Alcobendas,2023-03-10
205,Alcobendas,2023-03-09
49,Alcobendas,2023-03-08
147,Alcobendas,2023-03-07
51,Alcobendas,2023-03-06
240,Alcobendas,2023-03-05
268,Alcobendas,2023-03-04
160,Alcobendas,2023-03-03
56,Alcobendas,2023-03-02
101,Alcobendas,2023-03-01
58,Alcobendas,2023-02-28
286,Alcobendas,2023-02-27
233,Alcobendas,2023-02-26
14,Alcobendas,2023-02-25
284,Alcobendas,2023-02-24
223,Alcobendas,2023-02-23
197,Alcobendas,2023-02-22
25,Alcobendas,2023-02-21
74,Alcobendas,2023-02-20
246,Alcobendas,2023-02-19
244,Alcobendas,2023-02-18
227,Alcobendas,2023-02-17
130,Alcobendas,2023-02-16
272,Alcobendas,2023-02-15
288,Alcobendas,2023-02-14
88,Alcobendas,2023-02-13
207,Alcobendas,2023-02-12
29,Alcobendas,2023-02-11
193,Alcobendas,2023-02-10
84,Alcobendas,2023-02-09
209,Alcobendas,2023-02-08
123,Alcobendas,2023-02-07
30,Alcobendas,2023-02-06
218,Alcobendas,2023-02-05
13,Alcobendas,2023-02-04
266,Alcobendas,2023-02-03
77,Alcobendas,2023-02-02
271,Alcobendas,2023-02-01
132,Alcobendas,2023-01-31
15,Alcobendas,2023-01-30
138,Alcobendas,2023-01-29
120,Alcobendas,2023-01-28
283,Alcobendas,2023-01-27
214,Alcobendas,2023-01-26
238,Alcobendas,2023-01-25
18,Alcobendas,2023-01-24
198,Alcobendas,2023-01-23
158,Alcobendas,2023-01-22
39,Alcobendas,2023-01-21
220,Alcobendas,2023-01-20
216,Alcobendas,2023-01-19
220,Alcobendas,2023-01-18
76,Alcobendas,2023-01-17
6,Alcobendas,2023-01-16
134,Alcobendas,2023-01-15
3,Alcobendas,2023-01-14
200,Alcobendas,2023-01-13
129,Alcobendas,2023-01-12
9,Alcobendas,2023-01-11
107,Alcobendas,2023-01-10
285,Alcobendas,2023-01-09
187,Alcobendas,2023-01-08
34,Alcobendas,2023-01-07
126,Alcobendas,2023-01-06
243,Alcobendas,2023-01-05
202,Alcobendas,2023-01-04
31,Alcobendas,2023-01-03
224,Alcobendas,2023-01-02
37,Alcobendas,2023-01-01
158,Alcobendas,2022-12-31
43,Alcobendas,2022-12-30
238,Alcobendas,2022-12-29
199,Alcobendas,2022-12-28
18,Alcobendas,2022-12-27
7,Alcobendas,2022-12-26
218,Alcobendas,2022-12-25
90,Alcobendas,2022-12-24
140,Alcobendas,2022-12-23
143,Alcobendas,2022-12-22
99,Alcobendas,2022-12-21
252,Alcobendas,2022-12-20
244,Alcobendas,2022-12-19
192,Alcobendas,2022-12-18
169,Alcobendas,2022-12-17
253,Alcobendas,2022-12-16
13,Alcobendas,2022-12-15
192,Alcobendas,2022-12-14
171,Alcobendas,2022-12-13
13,Alcobendas,2022-12-12
228,Alcobendas,2022-12-11
163,Alcobendas,2022-12-10
54,Alcobendas,2022-12-09
64,Alcobendas,2022-12-08
159,Alcobendas,2022-12-07
56,Alcobendas,2022-12-06
69,Alcobendas,2022-12-05
187,Alcobendas,2022-12-04
179,Alcobendas,2022-12-03
179,Alcobendas,2022-12-02
66,Alcobendas,2022-12-01
127,Alcobendas,2022-11-30
58,Alcobendas,2022-11-29
297,Alcobendas,2022-11-28
46,Alcobendas,2022-11-27
175,Alcobendas,2022-11-26
269,Alcobendas,2022-11-25
181,Alcobendas,2022-11-24
161,Alcobendas,2022-11-23
69,Alcobendas,2022-11-22
193,Alcobendas,2022-11-21
254,Alcobendas,2022-11-20
281,Alcobendas,2022-11-19
162,Alcobendas,2022-11-18
123,Alcobendas,2022-11-17
150,Alcobendas,2022-11-16
168,Alcobendas,2022-11-15
149,Alcobendas,2022-11-14
204,Alcobendas,2022-11-13
282,Alcobendas,2022-11-12
209,Alcobendas,2022-11-11
47,Alcobendas,2022-11-10
36,Alcobendas,2022-11-09
202,Alcobendas,2022-11-08
23,Alcobendas,2022-11-07
88,Alcobendas,2022-11-06
59,Alcobendas,2022-11-05
183,Alcobendas,2022-11-04
134,Alcobendas,2022-11-03
152,Alcobendas,2022-11-02
172,Alcobendas,2022-11-01
253,Alcobendas,2022-10-31
265,Alcobendas,2022-10-30
55,Alcobendas,2022-10-29
171,Alcobendas,2022-10-28
287,Alcobendas,2022-10-27
203,Alcobendas,2022-10-26
274,Alcobendas,2022-10-25
295,Alcobendas,2022-10-24
5,Alcobendas,2022-10-23
253,Alcobendas,2022-10-22
68,Alcobendas,2022-10-21
25,Alcobendas,2022-10-20
242,Alcobendas,2022-10-19
156,Alcobendas,2022-10-18
226,Alcobendas,2022-10-17
176,Alcobendas,2022-10-16
12,Alcobendas,2022-10-15
255,Alcobendas,2022-10-14
58,Alcobendas,2022-10-13
262,Alcobendas,2022-10-12
142,Alcobendas,2022-10-11
31,Alcobendas,2022-10-10
207,Alcobendas,2022-10-09
242,Alcobendas,2022-10-08
72,Alcobendas,2022-10-07
47,Alcobendas,2022-10-06
141,Alcobendas,2022-10-05
265,Alcobendas,2022-10-04
258,Alcobendas,2022-10-03
159,Alcobendas,2022-10-02
266,Alcobendas,2022-10-01
188,Alcobendas,2022-09-30
186,Alcobendas,2022-09-29
191,Alcobendas,2022-09-28
57,Alcobendas,2022-09-27
105,Alcobendas,2022-09-26
124,Alcobendas,2022-09-25
296,Alcobendas,2022-09-24
203,Alcobendas,2022-09-23
241,Alcobendas,2022-09-22
47,Alcobendas,2022-09-21
120,Alcobendas,2022-09-20
18,Alcobendas,2022-09-19
90,Alcobendas,2022-09-18
116,Alcobendas,2022-09-17
163,Alcobendas,2022-09-16
52,Alcobendas,2022-09-15
87,Alcobendas,2022-09-14
204,Alcobendas,2022-09-13
102,Alcobendas,2022-09-12
117,Alcobendas,2022-09-11
170,Alcobendas,2022-09-10
285,Alcobendas,2022-09-09
13,Alcobendas,2022-09-08
105,Alcobendas,2022-09-07
139,Alcobendas,2022-09-06
248,Alcobendas,2022-09-05
13,Alcobendas,2022-09-04
256,Alcobendas,2022-09-03
250,Alcobendas,2022-09-02
185,Alcobendas,2022-09-01
203,Alcobendas,2022-08-31
24,Alcobendas,2022-08-30
181,Alcobendas,2022-08-29
174,Alcobendas,2022-08-28
187,Alcobendas,2022-08-27
126,Alcobendas,2022-08-26
58,Alcobendas,2022-08-25
156,Alcobendas,2022-08-24
202,Alcobendas,2022-08-23
186,Alcobendas,2022-08-22
47,Alcobendas,2022-08-21
269,Alcobendas,2022-08-20
277,Alcobendas,2022-08-19
7,Alcobendas,2022-08-18
219,Alcobendas,2022-08-17
3,Alcobendas,2022-08-16
201,Alcobendas,2022-08-15
22,Alcobendas,2022-08-14
76,Alcobendas,2022-08-13
271,Alcobendas,2022-08-12
188,Alcobendas,2022-08-11
128,Alcobendas,2022-08-10
178,Alcobendas,2022-08-09
25,Alcobendas,2022-08-08
53,Alcobendas,2022-08-07
83,Alcobendas,2022-08-06
4,Alcobendas,2022-08-05
56,Alcobendas,2022-08-04
231,Alcobendas,2022-08-03
235,Alcobendas,2022-08-02
46,Alcobendas,2022-08-01
47,Alcobendas,2022-07-31
223,Alcobendas,2022-07-30
202,Alcobendas,2022-07-29
29,Alcobendas,2022-07-28
195,Alcobendas,2022-07-27
37,Alcobendas,2022-07-26
128,Alcobendas,2022-07-25
182,Alcobendas,2022-07-24
193,Alcobendas,2022-07-23
64,Alcobendas,2022-07-22
189,Alcobendas,2022-07-21
15,Alcobendas,2022-07-20
146,Alcobendas,2022-07-19
298,Alcobendas,2022-07-18
107,Alcobendas,2022-07-17
191,Alcobendas,2022-07-16
272,Alcobendas,2022-07-15
202,Alcobendas,2022-07-14
216,Alcobendas,2022-07-13
270,Alcobendas,2022-07-12
206,Alcobendas,2022-07-11
272,Alcobendas,2022-07-10
277,Alcobendas,2022-07-09
183,Alcobendas,2022-07-08
300,Alcobendas,2022-07-07
154,Alcobendas,2022-07-06
135,Alcobendas,2022-07-05
161,Alcobendas,2022-07-04
199,Alcobendas,2022-07-03
209,Alcobendas,2022-07-02
70,Alcobendas,2022-07-01
224,Alcobendas,2022-06-30
230,Alcobendas,2022-06-29
43,Alcobendas,2022-06-28
285,Alcobendas,2022-06-27
104,Alcobendas,2022-06-26
134,Alcobendas,2022-06-25
140,Alcobendas,2022-06-24
227,Alcobendas,2022-06-23
255,Alcobendas,2022-06-22
230,Alcobendas,2022-06-21
258,Alcobendas,2022-06-20
38,Alcobendas,2022-06-19
187,Alcobendas,2022-06-18
288,Alcobendas,2022-06-17
292,Alcobendas,2022-06-16
190,Alcobendas,2022-06-15
10,Alcobendas,2022-06-14
158,Alcobendas,2022-06-13
101,Alcobendas,2022-06-12
230,Alcobendas,2022-06-11
79,Alcobendas,2022-06-10
265,Alcobendas,2022-06-09
263,Alcobendas,2022-06-08
61,Alcobendas,2022-06-07
293,Alcobendas,2022-06-06
189,Alcobendas,2022-06-05
87,Alcobendas,2022-06-04
28,Alcobendas,2022-06-03
61,Alcobendas,2022-06-02
177,Alcobendas,2022-06-01
124,Alcobendas,2022-05-31
71,Alcobendas,2022-05-30
61,Alcobendas,2022-05-29
45,Alcobendas,2022-05-28
229,Alcobendas,2022-05-27
88,Alcobendas,2022-05-26
43,Alcobendas,2022-05-25
201,Alcobendas,2022-05-24
283,Alcobendas,2022-05-23
105,Alcobendas,2022-05-22
259,Alcobendas,2022-05-21
263,Alcobendas,2022-05-20
171,Alcobendas,2022-05-19
146,Alcobendas,2022-05-18
14,Alcobendas,2022-05-17
163,Alcobendas,2022-05-16
270,Alcobendas,2022-05-15
53,Alcobendas,2022-05-14
169,Alcobendas,2022-05-13
277,Alcobendas,2022-05-12
110,Alcobendas,2022-05-11
200,Alcobendas,2022-05-10
263,Alcobendas,2022-05-09
194,Alcobendas,2022-05-08
189,Alcobendas,2022-05-07
206,Alcobendas,2022-05-06
202,Alcobendas,2022-05-05
39,Alcobendas,2022-05-04
270,Alcobendas,2022-05-03
24,Alcobendas,2022-05-02
48,Alcobendas,2022-05-01
206,Alcobendas,2022-04-30
190,Alcobendas,2022-04-29
79,Alcobendas,2022-04-28
211,Alcobendas,2022-04-27
248,Alcobendas,2022-04-26
256,Alcobendas,2022-04-25
174,Alcobendas,2022-04-24
225,Alcobendas,2022-04-23
156,Alcobendas,2022-04-22
208,Alcobendas,2022-04-21
288,Alcobendas,2022-04-20
47,Alcobendas,2022-04-19
117,Alcobendas,2022-04-18
267,Alcobendas,2022-04-17
131,Alcobendas,2022-04-16
126,Alcobendas,2022-04-15
19,Alcobendas,2022-04-14
120,Alcobendas,2022-04-13
140,Alcobendas,2022-04-12
128,Alcobendas,2022-04-11
55,Alcobendas,2022-04-10
88,Alcobendas,2022-04-09
24,Alcobendas,2022-04-08
207,Alcobendas,2022-04-07
247,Alcobendas,2022-04-06
176,Alcobendas,2022-04-05
88,Alcobendas,2022-04-04
64,Alcobendas,2022-04-03
83,Alcobendas,2022-04-02
234,Alcobendas,2022-04-01
102,Alcobendas,2022-03-31
132,Alcobendas,2022-03-30
145,Alcobendas,2022-03-29
36,Alcobendas,2022-03-28
194,Alcobendas,2022-03-27
282,Alcobendas,2022-03-26
163,Alcobendas,2022-03-25
284,Alcobendas,2022-03-24
181,Alcobendas,2022-03-23
234,Alcobendas,2022-03-22
30,Alcobendas,2022-03-21
188,Alcobendas,2022-03-20
160,Alcobendas,2022-03-19
214,Alcobendas,2022-03-18
166,Alcobendas,2022-03-17
265,Alcobendas,2022-03-16
138,Alcobendas,2022-03-15
208,Alcobendas,2022-03-14
104,Alcobendas,2022-03-13
180,Alcobendas,2022-03-12
163,Alcobendas,2022-03-11
85,Alcobendas,2022-03-10
246,Alcobendas,2022-03-09
113,Alcobendas,2022-03-08
84,Alcobendas,2022-03-07
292,Alcobendas,2022-03-06
111,Alcobendas,2022-03-05
115,Alcobendas,2022-03-04
259,Alcobendas,2022-03-03
162,Alcobendas,2022-03-02
264,Alcobendas,2022-03-01
98,Alcobendas,2022-02-28
81,Alcobendas,2022-02-27
265,Alcobendas,2022-02-26
214,Alcobendas,2022-02-25
174,Alcobendas,2022-02-24
297,Alcobendas,2022-02-23
5,Alcobendas,2022-02-22
205,Alcobendas,2022-02-21
228,Alcobendas,2022-02-20
140,Alcobendas,2022-02-19
38,Alcobendas,2022-02-18
246,Alcobendas,2022-02-17
100,Alcobendas,2022-02-16
194,Alcobendas,2022-02-15
274,Alcobendas,2022-02-14
252,Alcobendas,2022-02-13
3,Alcobendas,2022-02-12
64,Alcobendas,2022-02-11
170,Alcobendas,2022-02-10
190,Alcobendas,2022-02-09
3,Alcobendas,2022-02-08
124,Alcobendas,2022-02-07
45,Alcobendas,2022-02-06
56,Alcobendas,2022-02-05
154,Alcobendas,2022-02-04
166,Alcobendas,2022-02-03
66,Alcobendas,2022-02-02
227,Alcobendas,2022-02-01
233,Alcobendas,2022-01-31
165,Alcobendas,2022-01-30
280,Alcobendas,2022-01-29
57,Alcobendas,2022-01-28
242,Alcobendas,2022-01-27
39,Alcobendas,2022-01-26
8,Alcobendas,2022-01-25
216,Alcobendas,2022-01-24
172,Alcobendas,2022-01-23
166,Alcobendas,2022-01-22
102,Alcobendas,2022-01-21
