co2,ch4,n2o,fecha,nombre
691,594,990,2022-10-12,Bilbao
316,540,659,2022-10-11,Bilbao
842,391,691,2022-10-10,Bilbao
448,763,906,2022-10-09,Bilbao
998,708,528,2022-10-08,Bilbao
904,872,835,2022-10-07,Bilbao
592,743,486,2022-10-06,Bilbao
440,693,763,2022-10-05,Bilbao
944,859,761,2022-10-04,Bilbao
684,304,327,2022-10-03,Bilbao
309,507,634,2022-10-02,Bilbao
826,457,466,2022-10-01,Bilbao
964,355,935,2022-09-30,Bilbao
821,581,934,2022-09-29,Bilbao
306,629,874,2022-09-28,Bilbao
350,404,521,2022-09-27,Bilbao
414,951,908,2022-09-26,Bilbao
909,918,809,2022-09-25,Bilbao
951,398,396,2022-09-24,Bilbao
629,576,928,2022-09-23,Bilbao
381,901,406,2022-09-22,Bilbao
407,504,887,2022-09-21,Bilbao
464,949,564,2022-09-20,Bilbao
802,700,941,2022-09-19,Bilbao
901,586,490,2022-09-18,Bilbao
649,602,599,2022-09-17,Bilbao
889,362,568,2022-09-16,Bilbao
418,537,909,2022-09-15,Bilbao
539,613,947,2022-09-14,Bilbao
403,640,458,2022-09-13,Bilbao
889,876,835,2022-09-12,Bilbao
837,343,776,2022-09-11,Bilbao
927,746,864,2022-09-10,Bilbao
548,389,591,2022-09-09,Bilbao
445,633,492,2022-09-08,Bilbao
486,661,497,2022-09-07,Bilbao
771,532,648,2022-09-06,Bilbao
684,903,546,2022-09-05,Bilbao
661,633,598,2022-09-04,Bilbao
481,856,797,2022-09-03,Bilbao
454,526,484,2022-09-02,Bilbao
798,536,301,2022-09-01,Bilbao
985,355,467,2022-08-31,Bilbao
918,853,775,2022-08-30,Bilbao
721,420,873,2022-08-29,Bilbao
947,774,451,2022-08-28,Bilbao
517,481,541,2022-08-27,Bilbao
506,951,922,2022-08-26,Bilbao
795,335,567,2022-08-25,Bilbao
538,349,457,2022-08-24,Bilbao
451,529,917,2022-08-23,Bilbao
460,317,721,2022-08-22,Bilbao
784,534,699,2022-08-21,Bilbao
309,424,979,2022-08-20,Bilbao
689,368,903,2022-08-19,Bilbao
506,578,451,2022-08-18,Bilbao
767,567,990,2022-08-17,Bilbao
542,355,415,2022-08-16,Bilbao
606,791,974,2022-08-15,Bilbao
868,773,891,2022-08-14,Bilbao
361,447,655,2022-08-13,Bilbao
367,877,446,2022-08-12,Bilbao
858,563,951,2022-08-11,Bilbao
509,934,407,2022-08-10,Bilbao
631,322,762,2022-08-09,Bilbao
433,879,532,2022-08-08,Bilbao
473,855,322,2022-08-07,Bilbao
981,903,979,2022-08-06,Bilbao
571,893,710,2022-08-05,Bilbao
859,743,720,2022-08-04,Bilbao
453,852,480,2022-08-03,Bilbao
885,798,586,2022-08-02,Bilbao
875,698,616,2022-08-01,Bilbao
586,880,764,2022-07-31,Bilbao
789,683,447,2022-07-30,Bilbao
453,602,665,2022-07-29,Bilbao
586,555,558,2022-07-28,Bilbao
896,386,558,2022-07-27,Bilbao
356,718,905,2022-07-26,Bilbao
904,725,803,2022-07-25,Bilbao
382,430,377,2022-07-24,Bilbao
667,889,735,2022-07-23,Bilbao
945,425,759,2022-07-22,Bilbao
924,662,634,2022-07-21,Bilbao
533,783,461,2022-07-20,Bilbao
490,572,388,2022-07-19,Bilbao
757,881,696,2022-07-18,Bilbao
494,761,359,2022-07-17,Bilbao
650,309,557,2022-07-16,Bilbao
748,595,914,2022-07-15,Bilbao
648,488,420,2022-07-14,Bilbao
746,352,590,2022-07-13,Bilbao
804,360,881,2022-07-12,Bilbao
650,837,682,2022-07-11,Bilbao
415,927,886,2022-07-10,Bilbao
633,423,999,2022-07-09,Bilbao
986,638,823,2022-07-08,Bilbao
464,544,376,2022-07-07,Bilbao
363,668,635,2022-07-06,Bilbao
439,935,931,2022-07-05,Bilbao
935,979,570,2022-07-04,Bilbao
985,748,574,2022-07-03,Bilbao
472,392,733,2022-07-02,Bilbao
655,598,390,2022-07-01,Bilbao
453,473,590,2022-06-30,Bilbao
750,593,562,2022-06-29,Bilbao
885,818,755,2022-06-28,Bilbao
319,783,727,2022-06-27,Bilbao
499,688,454,2022-06-26,Bilbao
764,885,572,2022-06-25,Bilbao
564,837,657,2022-06-24,Bilbao
484,706,984,2022-06-23,Bilbao
604,399,686,2022-06-22,Bilbao
813,356,727,2022-06-21,Bilbao
986,578,444,2022-06-20,Bilbao
446,631,759,2022-06-19,Bilbao
970,836,369,2022-06-18,Bilbao
983,400,610,2022-06-17,Bilbao
891,880,917,2022-06-16,Bilbao
480,578,319,2022-06-15,Bilbao
950,795,848,2022-06-14,Bilbao
489,620,792,2022-06-13,Bilbao
487,633,556,2022-06-12,Bilbao
440,420,758,2022-06-11,Bilbao
492,991,900,2022-06-10,Bilbao
802,613,796,2022-06-09,Bilbao
787,616,579,2022-06-08,Bilbao
623,412,887,2022-06-07,Bilbao
828,830,383,2022-06-06,Bilbao
629,455,770,2022-06-05,Bilbao
718,943,975,2022-06-04,Bilbao
922,688,300,2022-06-03,Bilbao
822,353,860,2022-06-02,Bilbao
574,982,304,2022-06-01,Bilbao
445,395,614,2022-05-31,Bilbao
794,527,747,2022-05-30,Bilbao
305,647,966,2022-05-29,Bilbao
480,878,611,2022-05-28,Bilbao
591,499,667,2022-05-27,Bilbao
630,447,916,2022-05-26,Bilbao
882,447,580,2022-05-25,Bilbao
649,403,357,2022-05-24,Bilbao
540,588,993,2022-05-23,Bilbao
407,605,907,2022-05-22,Bilbao
467,780,699,2022-05-21,Bilbao
783,733,813,2022-05-20,Bilbao
564,344,993,2022-05-19,Bilbao
748,304,643,2022-05-18,Bilbao
384,306,840,2022-05-17,Bilbao
477,693,456,2022-05-16,Bilbao
808,610,509,2022-05-15,Bilbao
531,830,446,2022-05-14,Bilbao
656,563,806,2022-05-13,Bilbao
375,508,654,2022-05-12,Bilbao
825,428,738,2022-05-11,Bilbao
713,675,994,2022-05-10,Bilbao
558,631,604,2022-05-09,Bilbao
472,694,801,2022-05-08,Bilbao
732,335,390,2022-05-07,Bilbao
465,410,711,2022-05-06,Bilbao
697,766,796,2022-05-05,Bilbao
606,470,690,2022-05-04,Bilbao
356,427,696,2022-05-03,Bilbao
540,337,776,2022-05-02,Bilbao
962,456,907,2022-05-01,Bilbao
688,965,752,2022-04-30,Bilbao
568,764,853,2022-04-29,Bilbao
305,804,746,2022-04-28,Bilbao
757,324,653,2022-04-27,Bilbao
456,448,772,2022-04-26,Bilbao
726,690,672,2022-04-25,Bilbao
923,579,920,2022-04-24,Bilbao
390,666,530,2022-04-23,Bilbao
854,501,691,2022-04-22,Bilbao
989,783,742,2022-04-21,Bilbao
759,723,406,2022-04-20,Bilbao
603,795,599,2022-04-19,Bilbao
874,923,932,2022-04-18,Bilbao
959,857,446,2022-04-17,Bilbao
751,587,358,2022-04-16,Bilbao
856,739,641,2022-04-15,Bilbao
709,527,621,2022-04-14,Bilbao
972,882,596,2022-04-13,Bilbao
560,745,995,2022-04-12,Bilbao
696,710,885,2022-04-11,Bilbao
505,869,587,2022-04-10,Bilbao
634,701,845,2022-04-09,Bilbao
801,525,817,2022-04-08,Bilbao
990,939,523,2022-04-07,Bilbao
310,325,760,2022-04-06,Bilbao
589,856,420,2022-04-05,Bilbao
919,398,991,2022-04-04,Bilbao
579,451,554,2022-04-03,Bilbao
658,401,611,2022-04-02,Bilbao
354,742,380,2022-04-01,Bilbao
649,755,559,2022-03-31,Bilbao
902,521,855,2022-03-30,Bilbao
640,842,981,2022-03-29,Bilbao
654,969,879,2022-03-28,Bilbao
586,657,498,2022-03-27,Bilbao
496,525,427,2022-03-26,Bilbao
946,879,925,2022-03-25,Bilbao
656,886,398,2022-03-24,Bilbao
355,353,532,2022-03-23,Bilbao
655,701,898,2022-03-22,Bilbao
675,324,840,2022-03-21,Bilbao
971,607,583,2022-03-20,Bilbao
747,309,780,2022-03-19,Bilbao
316,562,868,2022-03-18,Bilbao
665,710,961,2022-03-17,Bilbao
385,935,887,2022-03-16,Bilbao
969,866,878,2022-03-15,Bilbao
409,832,423,2022-03-14,Bilbao
364,528,553,2022-03-13,Bilbao
332,380,314,2022-03-12,Bilbao
523,542,626,2022-03-11,Bilbao
980,806,968,2022-03-10,Bilbao
663,510,529,2022-03-09,Bilbao
509,518,607,2022-03-08,Bilbao
707,952,740,2022-03-07,Bilbao
477,741,441,2022-03-06,Bilbao
763,768,462,2022-03-05,Bilbao
723,326,535,2022-03-04,Bilbao
911,586,398,2022-03-03,Bilbao
456,840,912,2022-03-02,Bilbao
433,471,776,2022-03-01,Bilbao
398,904,467,2022-02-28,Bilbao
446,479,335,2022-02-27,Bilbao
951,479,987,2022-02-26,Bilbao
987,439,748,2022-02-25,Bilbao
680,861,936,2022-02-24,Bilbao
727,883,806,2022-02-23,Bilbao
618,796,861,2022-02-22,Bilbao
597,775,638,2022-02-21,Bilbao
941,627,730,2022-02-20,Bilbao
700,397,725,2022-02-19,Bilbao
535,631,495,2022-02-18,Bilbao
707,564,334,2022-02-17,Bilbao
544,523,970,2022-02-16,Bilbao
993,823,963,2022-02-15,Bilbao
928,499,913,2022-02-14,Bilbao
620,519,380,2022-02-13,Bilbao
837,691,764,2022-02-12,Bilbao
909,866,944,2022-02-11,Bilbao
551,731,633,2022-02-10,Bilbao
871,534,933,2022-02-09,Bilbao
378,672,325,2022-02-08,Bilbao
618,487,978,2022-02-07,Bilbao
948,401,393,2022-02-06,Bilbao
511,396,646,2022-02-05,Bilbao
415,793,322,2022-02-04,Bilbao
699,769,536,2022-02-03,Bilbao
457,348,828,2022-02-02,Bilbao
870,860,491,2022-02-01,Bilbao
675,681,383,2022-01-31,Bilbao
532,470,325,2022-01-30,Bilbao
852,445,308,2022-01-29,Bilbao
557,372,873,2022-01-28,Bilbao
728,927,570,2022-01-27,Bilbao
669,367,847,2022-01-26,Bilbao
629,373,347,2022-01-25,Bilbao
928,418,871,2022-01-24,Bilbao
633,778,712,2022-01-23,Bilbao
506,809,738,2022-01-22,Bilbao
970,718,937,2022-01-21,Bilbao
837,423,937,2022-01-20,Bilbao
383,303,335,2022-01-19,Bilbao
946,447,518,2022-01-18,Bilbao
861,673,574,2022-01-17,Bilbao
934,418,729,2022-01-16,Bilbao
615,988,755,2022-01-15,Bilbao
930,789,699,2022-01-14,Bilbao
727,740,484,2022-01-13,Bilbao
880,476,752,2022-01-12,Bilbao
935,942,511,2022-01-11,Bilbao
664,416,940,2022-01-10,Bilbao
528,749,841,2022-01-09,Bilbao
999,752,538,2022-01-08,Bilbao
781,719,746,2022-01-07,Bilbao
781,654,744,2022-01-06,Bilbao
818,536,770,2022-01-05,Bilbao
492,604,995,2022-01-04,Bilbao
926,895,881,2022-01-03,Bilbao
809,577,315,2022-01-02,Bilbao
765,962,752,2022-01-01,Bilbao
561,972,500,2021-12-31,Bilbao
404,748,820,2021-12-30,Bilbao
536,695,359,2021-12-29,Bilbao
582,346,685,2021-12-28,Bilbao
735,426,405,2021-12-27,Bilbao
586,534,899,2021-12-26,Bilbao
992,555,464,2021-12-25,Bilbao
615,464,962,2021-12-24,Bilbao
603,645,807,2021-12-23,Bilbao
356,955,755,2021-12-22,Bilbao
589,848,803,2021-12-21,Bilbao
702,718,874,2021-12-20,Bilbao
472,855,484,2021-12-19,Bilbao
771,565,582,2021-12-18,Bilbao
991,511,853,2021-12-17,Bilbao
782,592,653,2021-12-16,Bilbao
930,847,391,2021-12-15,Bilbao
684,456,704,2021-12-14,Bilbao
405,463,913,2021-12-13,Bilbao
413,540,397,2021-12-12,Bilbao
762,863,486,2021-12-11,Bilbao
678,519,469,2021-12-10,Bilbao
413,603,468,2021-12-09,Bilbao
661,773,463,2021-12-08,Bilbao
558,818,819,2021-12-07,Bilbao
644,483,464,2021-12-06,Bilbao
879,686,937,2021-12-05,Bilbao
733,352,407,2021-12-04,Bilbao
623,785,507,2021-12-03,Bilbao
983,859,987,2021-12-02,Bilbao
326,428,894,2021-12-01,Bilbao
877,585,709,2021-11-30,Bilbao
852,668,980,2021-11-29,Bilbao
836,560,432,2021-11-28,Bilbao
435,714,753,2021-11-27,Bilbao
793,801,511,2021-11-26,Bilbao
646,643,458,2021-11-25,Bilbao
860,664,883,2021-11-24,Bilbao
923,920,457,2021-11-23,Bilbao
489,639,864,2021-11-22,Bilbao
587,643,418,2021-11-21,Bilbao
798,933,399,2021-11-20,Bilbao
624,859,514,2021-11-19,Bilbao
911,778,750,2021-11-18,Bilbao
780,808,843,2021-11-17,Bilbao
431,334,666,2021-11-16,Bilbao
441,625,766,2021-11-15,Bilbao
413,506,634,2021-11-14,Bilbao
754,833,458,2021-11-13,Bilbao
791,390,725,2021-11-12,Bilbao
571,883,579,2021-11-11,Bilbao
847,484,456,2021-11-10,Bilbao
355,483,816,2021-11-09,Bilbao
585,576,911,2021-11-08,Bilbao
615,732,810,2021-11-07,Bilbao
803,369,878,2021-11-06,Bilbao
588,956,670,2021-11-05,Bilbao
447,337,663,2021-11-04,Bilbao
915,950,366,2021-11-03,Bilbao
604,696,631,2021-11-02,Bilbao
692,625,850,2021-11-01,Bilbao
532,796,680,2021-10-31,Bilbao
797,984,669,2021-10-30,Bilbao
459,430,538,2021-10-29,Bilbao
544,567,835,2021-10-28,Bilbao
914,765,456,2021-10-27,Bilbao
795,645,698,2021-10-26,Bilbao
618,653,407,2021-10-25,Bilbao
840,482,580,2021-10-24,Bilbao
436,786,592,2021-10-23,Bilbao
699,837,470,2021-10-22,Bilbao
686,524,412,2021-10-21,Bilbao
688,751,348,2021-10-20,Bilbao
358,371,584,2021-10-19,Bilbao
838,609,870,2021-10-18,Bilbao
987,541,522,2021-10-17,Bilbao
808,681,555,2021-10-16,Bilbao
368,412,426,2021-10-15,Bilbao
905,614,556,2021-10-14,Bilbao
682,997,825,2021-10-13,Bilbao
446,646,316,2021-10-12,Bilbao
665,474,589,2021-10-11,Bilbao
583,836,599,2021-10-10,Bilbao
794,501,875,2021-10-09,Bilbao
719,617,569,2021-10-08,Bilbao
841,496,662,2021-10-07,Bilbao
810,888,412,2021-10-06,Bilbao
880,300,553,2021-10-05,Bilbao
763,339,301,2021-10-04,Bilbao
494,477,643,2021-10-03,Bilbao
516,900,910,2021-10-02,Bilbao
664,736,909,2021-10-01,Bilbao
455,301,505,2021-09-30,Bilbao
376,300,655,2021-09-29,Bilbao
619,472,888,2021-09-28,Bilbao
612,828,849,2021-09-27,Bilbao
617,701,553,2021-09-26,Bilbao
938,633,598,2021-09-25,Bilbao
638,332,798,2021-09-24,Bilbao
519,940,362,2021-09-23,Bilbao
834,711,546,2021-09-22,Bilbao
940,404,760,2021-09-21,Bilbao
784,341,988,2021-09-20,Bilbao
936,991,913,2021-09-19,Bilbao
844,490,991,2021-09-18,Bilbao
332,553,376,2021-09-17,Bilbao
835,928,518,2021-09-16,Bilbao
564,824,746,2021-09-15,Bilbao
373,895,408,2021-09-14,Bilbao
617,790,370,2021-09-13,Bilbao
596,551,761,2021-09-12,Bilbao
378,425,565,2021-09-11,Bilbao
927,894,772,2021-09-10,Bilbao
969,817,648,2021-09-09,Bilbao
600,815,667,2021-09-08,Bilbao
973,668,900,2021-09-07,Bilbao
580,582,739,2021-09-06,Bilbao
450,807,617,2021-09-05,Bilbao
511,993,845,2021-09-04,Bilbao
740,525,666,2021-09-03,Bilbao
986,346,909,2021-09-02,Bilbao
762,327,645,2021-09-01,Bilbao
537,935,883,2021-08-31,Bilbao
608,867,970,2021-08-30,Bilbao
537,943,737,2021-08-29,Bilbao
618,660,890,2021-08-28,Bilbao
841,750,419,2021-08-27,Bilbao
923,640,939,2021-08-26,Bilbao
930,972,477,2021-08-25,Bilbao
320,965,462,2021-08-24,Bilbao
431,505,633,2021-08-23,Bilbao
733,807,459,2021-08-22,Bilbao
711,361,736,2021-08-21,Bilbao
987,570,705,2021-08-20,Bilbao
666,582,915,2021-08-19,Bilbao
815,770,444,2021-08-18,Bilbao
621,413,765,2021-08-17,Bilbao
562,996,493,2021-08-16,Bilbao
494,675,335,2021-08-15,Bilbao
761,927,504,2021-08-14,Bilbao
952,952,312,2021-08-13,Bilbao
789,755,998,2021-08-12,Bilbao
822,516,427,2021-08-11,Bilbao
895,629,343,2021-08-10,Bilbao
693,889,924,2021-08-09,Bilbao
346,666,459,2021-08-08,Bilbao
575,675,349,2021-08-07,Bilbao
403,621,931,2021-08-06,Bilbao
724,991,657,2021-08-05,Bilbao
577,486,972,2021-08-04,Bilbao
806,567,885,2021-08-03,Bilbao
699,319,924,2021-08-02,Bilbao
883,823,851,2021-08-01,Bilbao
744,751,469,2021-07-31,Bilbao
454,760,311,2021-07-30,Bilbao
844,720,827,2021-07-29,Bilbao
520,892,366,2021-07-28,Bilbao
513,768,660,2021-07-27,Bilbao
458,761,329,2021-07-26,Bilbao
707,865,919,2021-07-25,Bilbao
416,914,476,2021-07-24,Bilbao
925,707,967,2021-07-23,Bilbao
890,436,543,2021-07-22,Bilbao
422,410,893,2021-07-21,Bilbao
613,694,400,2021-07-20,Bilbao
929,491,450,2021-07-19,Bilbao
455,788,740,2021-07-18,Bilbao
991,754,875,2021-07-17,Bilbao
807,474,683,2021-07-16,Bilbao
681,964,525,2021-07-15,Bilbao
863,690,990,2021-07-14,Bilbao
535,842,921,2021-07-13,Bilbao
986,599,368,2021-07-12,Bilbao
616,405,720,2021-07-11,Bilbao
587,356,979,2021-07-10,Bilbao
480,743,422,2021-07-09,Bilbao
913,503,631,2021-07-08,Bilbao
870,615,910,2021-07-07,Bilbao
459,797,846,2021-07-06,Bilbao
449,368,441,2021-07-05,Bilbao
701,716,463,2021-07-04,Bilbao
895,571,536,2021-07-03,Bilbao
350,587,380,2021-07-02,Bilbao
687,474,990,2021-07-01,Bilbao
704,543,915,2021-06-30,Bilbao
700,662,897,2021-06-29,Bilbao
661,543,604,2021-06-28,Bilbao
937,673,798,2021-06-27,Bilbao
551,361,340,2021-06-26,Bilbao
409,727,666,2021-06-25,Bilbao
807,496,747,2021-06-24,Bilbao
955,548,333,2021-06-23,Bilbao
780,853,321,2021-06-22,Bilbao
618,554,871,2021-06-21,Bilbao
373,504,588,2021-06-20,Bilbao
318,332,599,2021-06-19,Bilbao
944,753,838,2021-06-18,Bilbao
598,436,749,2021-06-17,Bilbao
376,823,813,2021-06-16,Bilbao
971,611,890,2021-06-15,Bilbao
811,478,527,2021-06-14,Bilbao
660,971,354,2021-06-13,Bilbao
856,757,524,2021-06-12,Bilbao
724,659,990,2021-06-11,Bilbao
972,978,538,2021-06-10,Bilbao
501,755,780,2021-06-09,Bilbao
988,845,997,2021-06-08,Bilbao
383,803,856,2021-06-07,Bilbao
727,629,891,2021-06-06,Bilbao
888,614,733,2021-06-05,Bilbao
393,447,474,2021-06-04,Bilbao
471,393,804,2021-06-03,Bilbao
415,842,782,2021-06-02,Bilbao
835,770,960,2021-06-01,Bilbao
465,444,624,2021-05-31,Bilbao
798,612,501,2021-05-30,Bilbao
817,461,491,2021-05-29,Bilbao
799,632,919,2021-05-28,Bilbao
568,674,724,2021-05-27,Bilbao
860,561,830,2021-05-26,Bilbao
828,492,608,2021-05-25,Bilbao
898,564,952,2021-05-24,Bilbao
868,752,545,2021-05-23,Bilbao
685,393,980,2021-05-22,Bilbao
394,965,752,2021-05-21,Bilbao
817,962,990,2021-05-20,Bilbao
679,549,930,2021-05-19,Bilbao
469,988,768,2021-05-18,Bilbao
460,631,864,2021-05-17,Bilbao
558,453,303,2021-05-16,Bilbao
972,947,316,2021-05-15,Bilbao
345,997,908,2021-05-14,Bilbao
960,548,614,2021-05-13,Bilbao
656,798,878,2021-05-12,Bilbao
953,765,316,2021-05-11,Bilbao
394,683,393,2021-05-10,Bilbao
863,896,324,2021-05-09,Bilbao
662,344,379,2021-05-08,Bilbao
510,642,785,2021-05-07,Bilbao
498,458,821,2021-05-06,Bilbao
939,840,706,2021-05-05,Bilbao
470,777,735,2021-05-04,Bilbao
905,330,632,2021-05-03,Bilbao
470,367,410,2021-05-02,Bilbao
326,929,987,2021-05-01,Bilbao
829,968,455,2021-04-30,Bilbao
435,506,529,2021-04-29,Bilbao
434,695,489,2021-04-28,Bilbao
507,681,746,2021-04-27,Bilbao
971,901,548,2021-04-26,Bilbao
898,828,361,2021-04-25,Bilbao
835,481,521,2021-04-24,Bilbao
405,317,490,2021-04-23,Bilbao
561,337,929,2021-04-22,Bilbao
955,789,501,2021-04-21,Bilbao
982,769,637,2021-04-20,Bilbao
796,334,351,2021-04-19,Bilbao
731,857,725,2021-04-18,Bilbao
941,336,798,2021-04-17,Bilbao
789,634,671,2021-04-16,Bilbao
672,522,683,2021-04-15,Bilbao
548,471,690,2021-04-14,Bilbao
495,877,433,2021-04-13,Bilbao
738,856,309,2021-04-12,Bilbao
596,881,776,2021-04-11,Bilbao
857,996,533,2021-04-10,Bilbao
595,464,558,2021-04-09,Bilbao
889,836,921,2021-04-08,Bilbao
961,776,531,2021-04-07,Bilbao
981,950,894,2021-04-06,Bilbao
824,950,642,2021-04-05,Bilbao
615,475,726,2021-04-04,Bilbao
718,548,958,2021-04-03,Bilbao
555,796,315,2021-04-02,Bilbao
311,957,571,2021-04-01,Bilbao
932,661,993,2021-03-31,Bilbao
944,872,982,2021-03-30,Bilbao
759,641,815,2021-03-29,Bilbao
505,476,495,2021-03-28,Bilbao
953,432,607,2021-03-27,Bilbao
970,909,793,2021-03-26,Bilbao
751,783,846,2021-03-25,Bilbao
384,421,304,2021-03-24,Bilbao
485,908,538,2021-03-23,Bilbao
885,717,448,2021-03-22,Bilbao
717,944,798,2021-03-21,Bilbao
818,893,878,2021-03-20,Bilbao
651,421,781,2021-03-19,Bilbao
586,914,819,2021-03-18,Bilbao
713,545,877,2021-03-17,Bilbao
629,709,962,2021-03-16,Bilbao
901,381,483,2021-03-15,Bilbao
437,485,861,2021-03-14,Bilbao
730,411,776,2021-03-13,Bilbao
705,940,523,2021-03-12,Bilbao
754,339,948,2021-03-11,Bilbao
370,807,727,2021-03-10,Bilbao
632,897,914,2021-03-09,Bilbao
479,625,628,2023-12-03,Alcobendas
771,768,900,2023-12-02,Alcobendas
719,321,848,2023-12-01,Alcobendas
847,695,302,2023-11-30,Alcobendas
681,378,535,2023-11-29,Alcobendas
964,753,843,2023-11-28,Alcobendas
595,864,579,2023-11-27,Alcobendas
697,743,985,2023-11-26,Alcobendas
508,999,574,2023-11-25,Alcobendas
579,351,647,2023-11-24,Alcobendas
925,658,865,2023-11-23,Alcobendas
506,361,440,2023-11-22,Alcobendas
676,550,683,2023-11-21,Alcobendas
616,790,549,2023-11-20,Alcobendas
613,913,863,2023-11-19,Alcobendas
526,881,447,2023-11-18,Alcobendas
863,472,709,2023-11-17,Alcobendas
780,698,542,2023-11-16,Alcobendas
317,682,359,2023-11-15,Alcobendas
367,733,868,2023-11-14,Alcobendas
538,734,393,2023-11-13,Alcobendas
960,780,309,2023-11-12,Alcobendas
521,987,339,2023-11-11,Alcobendas
706,420,877,2023-11-10,Alcobendas
442,556,606,2023-11-09,Alcobendas
686,797,601,2023-11-08,Alcobendas
362,901,598,2023-11-07,Alcobendas
838,999,949,2023-11-06,Alcobendas
768,440,594,2023-11-05,Alcobendas
721,908,886,2023-11-04,Alcobendas
342,650,433,2023-11-03,Alcobendas
475,827,497,2023-11-02,Alcobendas
659,704,858,2023-11-01,Alcobendas
578,671,807,2023-10-31,Alcobendas
334,372,911,2023-10-30,Alcobendas
411,455,904,2023-10-29,Alcobendas
315,996,473,2023-10-28,Alcobendas
665,431,626,2023-10-27,Alcobendas
556,856,426,2023-10-26,Alcobendas
312,485,795,2023-10-25,Alcobendas
869,548,920,2023-10-24,Alcobendas
414,828,854,2023-10-23,Alcobendas
770,830,603,2023-10-22,Alcobendas
491,507,656,2023-10-21,Alcobendas
903,477,690,2023-10-20,Alcobendas
732,604,770,2023-10-19,Alcobendas
849,988,579,2023-10-18,Alcobendas
685,395,476,2023-10-17,Alcobendas
478,558,778,2023-10-16,Alcobendas
382,703,611,2023-10-15,Alcobendas
396,569,591,2023-10-14,Alcobendas
942,511,883,2023-10-13,Alcobendas
723,525,788,2023-10-12,Alcobendas
590,469,461,2023-10-11,Alcobendas
917,524,955,2023-10-10,Alcobendas
789,375,899,2023-10-09,Alcobendas
405,764,498,2023-10-08,Alcobendas
832,625,969,2023-10-07,Alcobendas
893,837,899,2023-10-06,Alcobendas
720,371,330,2023-10-05,Alcobendas
952,914,970,2023-10-04,Alcobendas
443,546,705,2023-10-03,Alcobendas
878,785,490,2023-10-02,Alcobendas
451,809,961,2023-10-01,Alcobendas
740,692,808,2023-09-30,Alcobendas
558,682,499,2023-09-29,Alcobendas
945,568,681,2023-09-28,Alcobendas
423,471,940,2023-09-27,Alcobendas
933,400,876,2023-09-26,Alcobendas
369,796,834,2023-09-25,Alcobendas
941,809,848,2023-09-24,Alcobendas
628,492,654,2023-09-23,Alcobendas
548,877,860,2023-09-22,Alcobendas
769,310,899,2023-09-21,Alcobendas
924,839,406,2023-09-20,Alcobendas
827,676,838,2023-09-19,Alcobendas
590,721,613,2023-09-18,Alcobendas
609,886,411,2023-09-17,Alcobendas
695,306,724,2023-09-16,Alcobendas
758,726,370,2023-09-15,Alcobendas
871,679,525,2023-09-14,Alcobendas
391,374,559,2023-09-13,Alcobendas
355,463,965,2023-09-12,Alcobendas
551,857,738,2023-09-11,Alcobendas
607,783,903,2023-09-10,Alcobendas
377,318,642,2023-09-09,Alcobendas
440,941,542,2023-09-08,Alcobendas
322,609,491,2023-09-07,Alcobendas
770,480,564,2023-09-06,Alcobendas
574,384,397,2023-09-05,Alcobendas
417,597,744,2023-09-04,Alcobendas
890,485,302,2023-09-03,Alcobendas
724,990,570,2023-09-02,Alcobendas
442,870,733,2023-09-01,Alcobendas
744,702,391,2023-08-31,Alcobendas
748,678,911,2023-08-30,Alcobendas
774,885,338,2023-08-29,Alcobendas
527,997,628,2023-08-28,Alcobendas
628,504,814,2023-08-27,Alcobendas
685,458,917,2023-08-26,Alcobendas
718,566,846,2023-08-25,Alcobendas
713,495,748,2023-08-24,Alcobendas
543,588,661,2023-08-23,Alcobendas
327,548,850,2023-08-22,Alcobendas
768,698,386,2023-08-21,Alcobendas
448,948,700,2023-08-20,Alcobendas
565,911,396,2023-08-19,Alcobendas
466,489,532,2023-08-18,Alcobendas
892,817,730,2023-08-17,Alcobendas
895,730,818,2023-08-16,Alcobendas
467,884,819,2023-08-15,Alcobendas
674,693,706,2023-08-14,Alcobendas
379,314,447,2023-08-13,Alcobendas
697,677,659,2023-08-12,Alcobendas
664,633,439,2023-08-11,Alcobendas
827,823,507,2023-08-10,Alcobendas
342,685,548,2023-08-09,Alcobendas
366,667,546,2023-08-08,Alcobendas
507,661,875,2023-08-07,Alcobendas
597,339,689,2023-08-06,Alcobendas
807,373,959,2023-08-05,Alcobendas
350,386,788,2023-08-04,Alcobendas
358,790,963,2023-08-03,Alcobendas
972,930,329,2023-08-02,Alcobendas
346,351,771,2023-08-01,Alcobendas
407,935,367,2023-07-31,Alcobendas
806,857,998,2023-07-30,Alcobendas
819,888,796,2023-07-29,Alcobendas
760,936,681,2023-07-28,Alcobendas
408,577,569,2023-07-27,Alcobendas
899,890,931,2023-07-26,Alcobendas
597,414,830,2023-07-25,Alcobendas
621,614,644,2023-07-24,Alcobendas
758,542,302,2023-07-23,Alcobendas
302,789,320,2023-07-22,Alcobendas
996,554,374,2023-07-21,Alcobendas
823,824,606,2023-07-20,Alcobendas
781,538,821,2023-07-19,Alcobendas
611,401,979,2023-07-18,Alcobendas
541,403,875,2023-07-17,Alcobendas
703,530,466,2023-07-16,Alcobendas
632,929,666,2023-07-15,Alcobendas
578,339,889,2023-07-14,Alcobendas
598,839,415,2023-07-13,Alcobendas
535,980,504,2023-07-12,Alcobendas
